X,mean,MOEA_D,VSD_MOEA_D
1,50,0.857852787570053,0.899805303282263
2,100,0.798428719435474,0.876309023615842
3,250,0.691796878054632,0.845025383899895
4,500,0.597035029689842,0.830963329976842
